,2023年上海国际电影节排片表,,,,,,,,,,
ID,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,余票
514,少女与马,LEAP  OF FAITH,杨荔钠,中国,102,6月17日,15:30,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
515,少女与马,LEAP  OF FAITH,杨荔钠,中国,102,6月18日,10:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
516,铁道游击队,RAILWAY GUERRILLA,赵明,中国,84,6月10日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,50
517,铁道游击队,RAILWAY GUERRILLA,赵明,中国,84,6月14日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
518,女篮5号 (4K),WOMAN BASKETBALL PLAYER NO. 5 (4K),谢晋,中国,91,6月9日,18:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
519,女篮5号 (4K),WOMAN BASKETBALL PLAYER NO. 5 (4K),谢晋,中国,91,6月12日,13:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
520,最后一夜 ,A LONG DAY,唐皓,中国,89,6月13日,18:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
521,最后一夜 ,A LONG DAY,唐皓,中国,89,6月17日,18:30,SFC上影影城（南桥百联店）,5号至爱影厅,奉贤区南桥镇百齐路588号百联购物中心4楼,50
522,距离 (4K),DISTANCE (4K),拉尔斯·克诺恩,德国,106,6月13日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
523,距离 (4K),DISTANCE (4K),拉尔斯·克诺恩,德国,106,6月17日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
524,距离 (4K),DISTANCE (4K),拉尔斯·克诺恩,德国,106,6月18日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
525,魂牵梦屋,THIS HOUSE,米里亚姆·查尔斯,加拿大,74,6月11日,18:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
526,魂牵梦屋,THIS HOUSE,米里亚姆·查尔斯,加拿大,74,6月14日,20:40,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
527,魂牵梦屋,THIS HOUSE,米里亚姆·查尔斯,加拿大,74,6月16日,20:40,万达影城（宝山万达广场激光IMAX店）,10号厅,宝山区一二八纪念路936号5楼,50
528,扎拉瓦,ZALAVA,阿萨兰·阿米日,伊朗,94,6月10日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
529,扎拉瓦,ZALAVA,阿萨兰·阿米日,伊朗,94,6月13日,20:40,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
530,扎拉瓦,ZALAVA,阿萨兰·阿米日,伊朗,94,6月18日,20:40,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
531,寻她,"GOOD AUTUMN, MOMMY",陈仕忠,中国,107,6月14日,15:30,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
532,寻她,"GOOD AUTUMN, MOMMY",陈仕忠,中国,107,6月17日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,50
533,起跑线,THE START,叶尔纳尔·努尔加利耶夫,哈萨克斯坦,95,6月10日,18:30,上海米格国际影城,巨幕厅,青浦区赵巷镇嘉松中路5999弄51号E区3楼电影院,50
534,起跑线,THE START,叶尔纳尔·努尔加利耶夫,哈萨克斯坦,95,6月11日,18:30,万达影城（崇明万达广场IMAX店）,2号厅,崇明区城桥镇崇明大道8388号3F-A室,50
535,起跑线,THE START,叶尔纳尔·努尔加利耶夫,哈萨克斯坦,95,6月12日,15:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
536,起跑线,THE START,叶尔纳尔·努尔加利耶夫,哈萨克斯坦,95,6月14日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
537,起跑线,THE START,叶尔纳尔·努尔加利耶夫,哈萨克斯坦,95,6月18日,18:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
538,雪豹和她的朋友们,SNOW LEOPARDS AND FRIENDS,奚志农,中国,85,6月10日,13:00,上海大光明电影院,2号厅,黄浦区南京西路216号,50
539,雪豹和她的朋友们,SNOW LEOPARDS AND FRIENDS,奚志农,中国,85,6月12日,10:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
540,雪云,ABSENCE,邬浪,中国,107,6月10日,13:00,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
541,雪云,ABSENCE,邬浪,中国,107,6月11日,15:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
542,雪云,ABSENCE,邬浪,中国,107,6月17日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,50
543,禁忌世界,FORBIDDEN WORLD,亚历山大·卡马戈 / 卡米拉·卡洛斯因,巴西,96,6月10日,18:30,红星电影世界上海吴中路旗舰店,10号厅LUXE巨幕厅,闵行区吴中路1588号爱琴海购物公园7楼,50
544,禁忌世界,FORBIDDEN WORLD,亚历山大·卡马戈 / 卡米拉·卡洛斯因,巴西,96,6月11日,13:00,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
545,禁忌世界,FORBIDDEN WORLD,亚历山大·卡马戈 / 卡米拉·卡洛斯因,巴西,96,6月17日,13:00,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
546,禁忌世界,FORBIDDEN WORLD,亚历山大·卡马戈 / 卡米拉·卡洛斯因,巴西,96,6月18日,15:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
547,中心点,DISTRICT CENTER,纳塔莉亚·纳扎洛娃,俄罗斯,94,6月15日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,50
548,中心点,DISTRICT CENTER,纳塔莉亚·纳扎洛娃,俄罗斯,94,6月16日,18:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
549,中心点,DISTRICT CENTER,纳塔莉亚·纳扎洛娃,俄罗斯,94,6月17日,18:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
550,霸权动画!,ANIME SUPREMACY!,吉野耕平,日本,129,6月9日,10:30,上海美琪大戏院,观众厅,静安区江宁路66号,50
551,霸权动画!,ANIME SUPREMACY!,吉野耕平,日本,129,6月11日,10:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
552,霸权动画!,ANIME SUPREMACY!,吉野耕平,日本,129,6月12日,13:00,SFC上海影城,1号厅杜比剧场,长宁区新华路160号,50
553,霸权动画!,ANIME SUPREMACY!,吉野耕平,日本,129,6月15日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,50
554,霸权动画!,ANIME SUPREMACY!,吉野耕平,日本,129,6月16日,20:40,博纳UA梅龙镇广场电影城,3号厅,静安区南京西路1038号梅龙镇广场10楼,50
555,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月9日,15:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
556,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月10日,15:30,上海美琪大戏院,观众厅,静安区江宁路66号,50
557,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月11日,15:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
558,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月12日,15:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
559,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月15日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
560,暗淡时刻+短发与卷发+历史感,BLEAK MOMENTS+THE SHORT AND CURLIES+A SENSE OF HISTORY,迈克·李,英国,154,6月17日,15:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
561,死因不明,CAUSE OF DEATH: UNKNOWN,阿里·扎尼加,伊朗,104,6月13日,10:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
562,死因不明,CAUSE OF DEATH: UNKNOWN,阿里·扎尼加,伊朗,104,6月15日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
563,死因不明,CAUSE OF DEATH: UNKNOWN,阿里·扎尼加,伊朗,104,6月18日,18:30,黄浦剧场,中剧场,黄浦区北京东路780号,50
564,为了翅膀,KASH KASH,莱亚·纳贾尔,"德国,黎巴嫩,卡塔尔",90,6月11日,13:00,博纳UA梅龙镇广场电影城,3号厅,静安区南京西路1038号梅龙镇广场10楼,50
565,为了翅膀,KASH KASH,莱亚·纳贾尔,"德国,黎巴嫩,卡塔尔",90,6月12日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
566,为了翅膀,KASH KASH,莱亚·纳贾尔,"德国,黎巴嫩,卡塔尔",90,6月14日,18:30,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
567,为了翅膀,KASH KASH,莱亚·纳贾尔,"德国,黎巴嫩,卡塔尔",90,6月15日,18:30,万达影城（宝山万达广场激光IMAX店）,10号厅,宝山区一二八纪念路936号5楼,50
568,数码宝贝剧场版 数码宝贝大冒险&我们的战争游戏,DIGIMON ADVENTURE & DIGIMON ADVENTURE OUR WAR GAME!,细田守,日本,61,6月10日,13:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
569,数码宝贝剧场版 数码宝贝大冒险&我们的战争游戏,DIGIMON ADVENTURE & DIGIMON ADVENTURE OUR WAR GAME!,细田守,日本,61,6月11日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
570,数码宝贝剧场版 数码宝贝大冒险&我们的战争游戏,DIGIMON ADVENTURE & DIGIMON ADVENTURE OUR WAR GAME!,细田守,日本,61,6月12日,10:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
571,数码宝贝剧场版 数码宝贝大冒险&我们的战争游戏,DIGIMON ADVENTURE & DIGIMON ADVENTURE OUR WAR GAME!,细田守,日本,61,6月16日,8:30,上海大光明电影院,1号厅,黄浦区南京西路216号,50
572,数码宝贝剧场版 数码宝贝大冒险&我们的战争游戏,DIGIMON ADVENTURE & DIGIMON ADVENTURE OUR WAR GAME!,细田守,日本,61,6月18日,13:00,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
573,六周 (4K),SIX WEEKS (4K),诺伊米·维罗妮卡·萨科尼,匈牙利,96,6月9日,10:30,上海大光明电影院,2号厅,黄浦区南京西路216号,50
574,六周 (4K),SIX WEEKS (4K),诺伊米·维罗妮卡·萨科尼,匈牙利,96,6月10日,10:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
575,六周 (4K),SIX WEEKS (4K),诺伊米·维罗妮卡·萨科尼,匈牙利,96,6月11日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
576,六周 (4K),SIX WEEKS (4K),诺伊米·维罗妮卡·萨科尼,匈牙利,96,6月13日,13:00,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
577,六周 (4K),SIX WEEKS (4K),诺伊米·维罗妮卡·萨科尼,匈牙利,96,6月14日,15:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
578,人·鬼·情,WOMAN DEMON HUMAN,黄蜀芹,中国,105,6月11日,15:30,上海大光明电影院,3号厅,黄浦区南京西路216号,50
579,人·鬼·情,WOMAN DEMON HUMAN,黄蜀芹,中国,105,6月15日,15:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
580,人·鬼·情,WOMAN DEMON HUMAN,黄蜀芹,中国,105,6月17日,18:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
581,曼妙之旅 (4K),DRIVING MADELEINE (4K),克里斯蒂安·卡里翁,法国,91,6月11日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
582,曼妙之旅 (4K),DRIVING MADELEINE (4K),克里斯蒂安·卡里翁,法国,91,6月12日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
583,曼妙之旅 (4K),DRIVING MADELEINE (4K),克里斯蒂安·卡里翁,法国,91,6月13日,10:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
584,曼妙之旅 (4K),DRIVING MADELEINE (4K),克里斯蒂安·卡里翁,法国,91,6月15日,18:30,CMG融媒影城,4号厅,徐汇区龙文路19号1-4层,50
585,曼妙之旅 (4K),DRIVING MADELEINE (4K),克里斯蒂安·卡里翁,法国,91,6月18日,18:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
586,母亲,LA MATERNAL,皮拉尔·帕洛梅罗,西班牙,123,6月11日,13:00,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
587,母亲,LA MATERNAL,皮拉尔·帕洛梅罗,西班牙,123,6月12日,15:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
588,母亲,LA MATERNAL,皮拉尔·帕洛梅罗,西班牙,123,6月13日,20:40,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
589,母亲,LA MATERNAL,皮拉尔·帕洛梅罗,西班牙,123,6月18日,13:00,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
590,荒原少女 (4K),RUNNER (4K),玛丽安·马蒂亚斯,"美国,法国,德国",79,6月11日,13:00,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
591,荒原少女 (4K),RUNNER (4K),玛丽安·马蒂亚斯,"美国,法国,德国",79,6月15日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
592,荒原少女 (4K),RUNNER (4K),玛丽安·马蒂亚斯,"美国,法国,德国",79,6月16日,18:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
593,正义者 (4K),THE ADVERSARY (4K),萨蒂亚吉特·雷伊,印度,111,6月10日,13:00,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
594,正义者 (4K),THE ADVERSARY (4K),萨蒂亚吉特·雷伊,印度,111,6月11日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
595,正义者 (4K),THE ADVERSARY (4K),萨蒂亚吉特·雷伊,印度,111,6月15日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
596,正义者 (4K),THE ADVERSARY (4K),萨蒂亚吉特·雷伊,印度,111,6月18日,15:30,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
597,爱情生活,LOVE LIFE,深田晃司,"日本,法国",124,6月10日,15:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
598,爱情生活,LOVE LIFE,深田晃司,"日本,法国",124,6月15日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
599,爱情生活,LOVE LIFE,深田晃司,"日本,法国",124,6月18日,15:30,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,50
600,葬礼 (4K),THE FUNERAL (4K),伊丹十三,日本,125,6月10日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
601,葬礼 (4K),THE FUNERAL (4K),伊丹十三,日本,125,6月12日,20:40,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
602,葬礼 (4K),THE FUNERAL (4K),伊丹十三,日本,125,6月13日,20:40,SFC上海影城,1号厅杜比剧场,长宁区新华路160号,50
603,葬礼 (4K),THE FUNERAL (4K),伊丹十三,日本,125,6月17日,20:40,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
604,葬礼 (4K),THE FUNERAL (4K),伊丹十三,日本,125,6月18日,20:40,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
605,大病人 (4K),THE LAST DANCE (4K),伊丹十三,日本,116,6月9日,10:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
606,大病人 (4K),THE LAST DANCE (4K),伊丹十三,日本,116,6月10日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
607,大病人 (4K),THE LAST DANCE (4K),伊丹十三,日本,116,6月11日,10:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
608,大病人 (4K),THE LAST DANCE (4K),伊丹十三,日本,116,6月13日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
609,大病人 (4K),THE LAST DANCE (4K),伊丹十三,日本,116,6月17日,13:00,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
610,寂静的生活 (4K),A QUIET LIFE (4K),伊丹十三,日本,121,6月9日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
611,寂静的生活 (4K),A QUIET LIFE (4K),伊丹十三,日本,121,6月10日,20:40,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
612,寂静的生活 (4K),A QUIET LIFE (4K),伊丹十三,日本,121,6月12日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
613,寂静的生活 (4K),A QUIET LIFE (4K),伊丹十三,日本,121,6月14日,20:40,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
614,寂静的生活 (4K),A QUIET LIFE (4K),伊丹十三,日本,121,6月16日,20:40,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
615,超市之女 (4K),THE SUPERMARKET WOMAN (4K),伊丹十三,日本,127,6月10日,10:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
616,超市之女 (4K),THE SUPERMARKET WOMAN (4K),伊丹十三,日本,127,6月11日,13:00,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
617,超市之女 (4K),THE SUPERMARKET WOMAN (4K),伊丹十三,日本,127,6月15日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
618,超市之女 (4K),THE SUPERMARKET WOMAN (4K),伊丹十三,日本,127,6月16日,10:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
